tips,ll,lng,lat,clean_stem,lem_words,lem_type
"Set in a stunning park, and sitting precisely on the Prime Meridian of the world, the Royal Observatory is a great way to spend an afternoon in South London.","51.4771332098,-0.00075101852417",51.4771332098,51.4771332098,"[set, stun, park, sit, precis, prime, meridian, world, royal, observatori, great, way, spend, afternoon, south, london]",set stunning park sit precisely prime meridian world royal observatory be great way spend afternoon south london,NN JJ NN VB RB JJ NN NN JJ NN VB JJ NN VB NN NN NN
Has a new exercise area installed,"51.4895256283,0.125839320723",51.4895256283,51.4895256283,"[ha, new, exercis, area, instal]",have new exercise area install,VB JJ NN NN VB
Worth a visit! http://www.visitleevalley.org.uk/en/content/cms/nature/nature-reserve/three-mills-island/,"51.5270383022,-0.00769315576429",51.5270383022,51.5270383022,"[worth, visit, http]",visit http www visitleevalley org uk content cms nature nature reserve mill island,NN NN VB NN NN NN NN NN NN NN NN NN NN
Mind out for geese but relax near waters edge and also shout random words to people passing in pedalos and rowing boats.,"51.533899144,-0.0462953705855",51.533899144,51.533899144,"[mind, gees, relax, near, water, edg, also, shout, random, word, peopl, pass, pedalo, row, boat]",mind goose relax near water edge also random word person pass pedalos rowing boat,NN NN RB JJ NN NN RB JJ NN NN VB NN NN NN
Amazing space w cafe. It's an oasis in Bromley-by-Bow.,"51.5272333854,-0.00757851781601",51.5272333854,51.5272333854,"[amaz, space, w, cafe, oasi]",amazing space cafe oasis bromley bow,JJ NN NN NN NN NN
Evensong is at 18:30.,"51.4832470203,-0.00512301921844",51.4832470203,51.4832470203,[evensong],evensong be,NN VB
"Stinks like a rundown squat, then a pet shop, then death. Very damp and muddy. Come with a change of clothing.","51.4939796963,0.0353625144095",51.4939796963,51.4939796963,"[stink, like, rundown, squat, pet, shop, death, veri, damp, muddi, come, chang, cloth]",stink rundown squat then pet shop then death very damp muddy come change clothing,VB NN JJ RB NN NN RB NN RB NN JJ NN NN NN
"Despite being a senior citizen (compared to my teenagers & friends),good location, equipment, friendly manager Ronnie and accommodating marshalls we had Alex & Courtney. Recommended.","51.6534147477,0.145147939098",51.6534147477,51.6534147477,"[despit, senior, citizen, compar, teenag, friend, good, locat, equip, friendli, manag, ronni, accommod, marshal, alex, courtney, recommend]",be senior citizen compare teenager friend good location equipment friendly manager ronnie accommodate marshall have alex courtney recommend,VB JJ NN VB NN NN JJ NN NN JJ NN NN VB NN VB JJ NN VB
"Noisy, hectic but the kids love it & the rounds of games are well organised. Drop the kids & come back if you can't take the bedlam! Good value though","51.4086625024,0.0105844802857",51.4086625024,51.4086625024,"[noisi, hectic, kid, love, round, game, well, organis, drop, kid, come, back, take, bedlam, good, valu, though]",noisy hectic kid love round game be well organise drop kid come back take bedlam good value,JJ JJ NN VB NN NN VB RB VB VB NN VB RB VB NN JJ NN
If coming here need to park in Terminus car park. Footbridge to centre etc,"51.7692146992,0.0949860384972",51.7692146992,51.7692146992,"[come, need, park, terminu, car, park, footbridg, centr, etc]",come here need park terminus car park footbridge centre etc,VB RB VB NN NN NN NN NN NN NN
Good on Brixton!,"51.4626639352,-0.115404725075",51.4626639352,51.4626639352,"[good, brixton]",good brixton,JJ NN
see the London wall,"51.509640471,-0.0774718703749",51.509640471,51.509640471,"[see, london, wall]",see london wall,VB NN NN
"If you've been moved by this memorial, please consider making a donation to give practical help to animals in need.","51.5110312356,-0.15741322644",51.5110312356,51.5110312356,"[move, thi, memori, pleas, consid, make, donat, give, practic, help, anim, need]",have be move memorial please consider make donation give practical help animal need,VB VB VB NN NN VB VB NN VB JJ NN NN NN
"The gates are in honour of the five million men and women from the Indian subcontinent, Africa and the Caribbean who volunteered to serve with the Armed Forces during the First and Second World Wars.","51.5026569466,-0.149138591018",51.5026569466,51.5026569466,"[gate, honour, five, million, men, women, indian, subcontin, africa, caribbean, volunt, serv, arm, forc, dure, first, second, world, war]",gate be honour man woman indian subcontinent africa caribbean volunteer serve armed force first second world war,NN VB NN NN NN JJ NN NN NN VB VB JJ NN JJ JJ NN NN
"These stern soldiers in their bearskins commemorate the role of the Brigade of Guards in the Crimean War, 1854-56. It’s one of the first memorials to recognise ordinary soldiers, not just officers.","51.5045946228,-0.129438013726",51.5045946228,51.5045946228,"[stern, soldier, bearskin, commemor, role, brigad, guard, crimean, war, one, first, memori, recognis, ordinari, soldier, offic]",stern soldier bearskin commemorate role brigade guard crimean war first memorial recognise ordinary soldier not just officer,JJ NN NN VB NN NN NN JJ NN JJ NN VB JJ NN RB RB NN
God bless you Lady Di <3,"51.5049841757,-0.171357186113",51.5049841757,51.5049841757,"[god, bless, ladi, di]",god bless lady di,NN VB NN NN
Nice statue near Piccadilly.,"51.5073501096,-0.132546389106",51.5073501096,51.5073501096,"[nice, statu, near, piccadilli]",nice statue piccadilly,JJ NN RB
"Puede pasar desapercibido, pero su valor simbólico es innegable.","51.5034506456,-0.126007608966",51.5034506456,51.5034506456,"[pued, pasar, desapercibido, pero, su, valor, simbólico, es, inneg]",puede pasar desapercibido pero su valor simbólico es innegable,VB NN NN NN NN NN NN NN NN
The names of every town in Australia that sent tropps to one of the campaigns is engraved. I've taken photos and will put up a site so you can find your town before you arrive in London!,"51.5021271264,-0.151503945226",51.5021271264,51.5021271264,"[name, everi, town, australia, sent, tropp, one, campaign, engrav, taken, photo, put, site, find, town, befor, arriv, london]",name town australia send tropps campaign be engrave have take photo put site find town arrive london,NN NN NN VB NN NN VB VB VB VB NN VB NN VB NN VB NN
Just a bus stop,"51.373173026,0.0973812061274",51.373173026,51.373173026,"[bu, stop]",just bus stop,RB NN VB
This memorial commemorates about 4000 police officers killed in the UK whilst in the course of their duties. Located at the corner of The Mall and Horse Guards.,"51.50586,-0.129969",51.50586,51.50586,"[thi, memori, commemor, polic, offic, kill, uk, whilst, cours, duti, locat, corner, mall, hors, guard]",memorial commemorate police officer kill uk whilst course duty locate corner mall horse guard,NN VB NN NN VB NN VB NN NN VB NN NN NN NN
"Take a few moments to look at the interesting tableau in the walls, depicting Queen Mum visiting the East End after bombing and her interests (but not, sadly, drinking gin).","51.5050475681,-0.133706309036",51.5050475681,51.5050475681,"[take, moment, look, interest, tableau, wall, depict, queen, mum, visit, east, end, bomb, interest, sadli, drink, gin]",take few moment look interesting tableau wall depict queen mum visit east end bombing interest not sadly drink gin,VB JJ NN VB JJ NN NN VB NN JJ VB JJ NN NN NN RB RB VB NN
"Tell kids not to walk over it. It's a war memorial, for goodness sake.","51.5028820224,-0.142500870143",51.5028820224,51.5028820224,"[tell, kid, walk, war, memori, good, sake]",tell kid not walk war memorial goodness sake,VB NN RB VB NN NN NN NN
"Note the illuminated-tip crosses, these mark the Southern Cross constellation","51.5030030116,-0.15097929438",51.5030030116,51.5030030116,"[note, cross, mark, southern, cross, constel]",note illuminate tip cross mark southern cross constellation,VB VB NN VB VB JJ NN NN
Dedicated to Princess Diana and Dodi,"51.4999363087,-0.162672847909",51.4999363087,51.4999363087,"[dedic, princess, diana, dodi]",dedicate princess diana dodi,VB NN NN NN
"My private residence, so entry by invitation only","51.4698819759,-0.328356899784",51.4698819759,51.4698819759,"[privat, resid, entri, invit, onli]",private residence entry invitation only,JJ NN NN NN RB
Very nice place for mini golf and amazing food and drinks as well,"51.5142015736,-0.0803833670111",51.5142015736,51.5142015736,"[veri, nice, place, mini, golf, amaz, food, drink, well]",very nice place mini golf amazing food drink well,RB JJ NN NN NN JJ NN NN RB
"Great crazy golf, avoid Saturdays if you don't like hen and stag dos","51.5209907297,-0.0724598727559",51.5209907297,51.5209907297,"[great, crazi, golf, avoid, saturday, like, hen, stag]",great crazy golf avoid saturday do not hen stag dos,JJ JJ NN VB NN VB RB NN NN NN
Get yourself down that slide!,"51.526360323,-0.0831986121144",51.526360323,51.526360323,"[get, slide]",get slide,VB NN
Fun little crazy golf course on top on a multi-storey car park. A few food pop ups and good bar too,"51.5418574584,-0.00138455016019",51.5418574584,51.5418574584,"[fun, littl, crazi, golf, cours, top, car, park, food, pop, good, bar]",fun little crazy golf course top multus storey car park few food pop up good bar too,NN JJ JJ NN NN NN NN JJ NN NN JJ NN NN NN JJ NN RB
"One of the holes, if you hit it in the water under a tunnel it will get you a whole in one","51.3913297575,-0.055842839779",51.3913297575,51.3913297575,"[one, hole, hit, water, tunnel, get, whole, one]",hole hit water tunnel get whole,NN VB NN NN VB NN
"Awesome little mini putt course. Only 12 holes so a good size for taking the kids, they can get bored after 18.","51.4617578437,-0.201163118466",51.4617578437,51.4617578437,"[awesom, littl, mini, putt, cours, onli, hole, good, size, take, kid, get, bore]",awesome little mini putt course only hole good size take kid get bore,JJ JJ NN NN NN JJ NN JJ NN VB NN VB VB
It's all about Tue specials!,"51.518012733,-0.103363744615",51.518012733,51.518012733,"[tue, special]",about tue special,RB NN NN
Awesome place to spend an evening with friends - beats any UK mini golf I've been to! One of the highlights in the area,"51.4043558723,-0.242757213272",51.4043558723,51.4043558723,"[awesom, place, spend, even, friend, beat, ani, uk, mini, golf, one, highlight, area]",awesome place spend evening friend beat uk mini golf have be highlight area,JJ NN VB NN NN VB NN NN NN VB VB NN NN
Get here early on weekends. Parking is limited and the place is popular.,"51.5724411435,-0.323243252969",51.5724411435,51.5724411435,"[get, earli, weekend, park, limit, place, popular]",get here early weekend parking be limit place be popular,VB RB RB NN NN VB VB NN VB JJ
"Cheap Tuesday's, Orange Wednesday's & Kid's AM Saturday's :)","51.5319469946,0.134965032108",51.5319469946,51.5319469946,"[cheap, tuesday, orang, wednesday, kid, saturday]",cheap tuesday orange wednesday kid be saturday,RB NN NN VB NN VB NN
Free parking 24/7!,"51.5264329978,0.0804568928427",51.5264329978,51.5264329978,"[free, park]",free parking,JJ NN
Cineworld Ilford does Bargain Tuesday tickets. Come to the cinema on any Tuesday and get cut-price entry.,"51.5576,0.0741",51.5576,51.5576,"[cineworld, ilford, doe, bargain, tuesday, ticket, come, cinema, ani, tuesday, get, entri]",cineworld ilford do bargain tuesday ticket come cinema tuesday get cut price entry,NN NN VB NN NN NN VB NN NN VB JJ NN NN
Best cinema ever!,"51.4903479177,0.0124456873702",51.4903479177,51.4903479177,"[best, cinema, ever]",best cinema ever,JJ NN RB
"Best place to watch films. Good bar, great seats and no chavs on their mobiles or eating popcorn.","51.4796185143,-0.00977752615762",51.4796185143,51.4796185143,"[best, place, watch, film, good, bar, great, seat, chav, mobil, eat, popcorn]",best place watch film good bar great seat chavs mobile eating popcorn,JJ NN VB NN JJ NN JJ NN NN NN NN NN
"Nice homely cinema, the crowds and annoying kids go to the nearby by Westfield, so its always pretty chilled.","51.5431629376,0.00116647484097",51.5431629376,51.5431629376,"[nice, home, cinema, crowd, annoy, kid, go, nearbi, westfield, alway, pretti, chill]",nice homely cinema crowds annoying kid go nearby westfield always pretty chill,JJ JJ NN NN JJ NN VB RB NN RB RB VB
"No ticket desks, use the machines or drink/popcorn counter!","51.5027890633,0.00468620516307",51.5027890633,51.5027890633,"[ticket, desk, use, machin, counter]",ticket desk use machine drink popcorn counter,NN NN VB NN VB NN NN
Lovely relaxed atmosphere. Big glasses of wine! Pizzas are very tasty but just enough for one.,"51.5059008329,-0.0176249890226",51.5059008329,51.5059008329,"[love, relax, atmospher, big, glass, wine, pizza, veri, tasti, enough, one]",lovely relaxed atmosphere big glass wine pizza be very tasty just enough,JJ JJ NN JJ NN NN NN VB RB JJ RB RB
In the VIP area (balcony) middle seats are located under the projector.Light  Rays emitted by it marks the centre of screen,"51.5030824643,0.00473581757498",51.5030824643,51.5030824643,"[vip, area, balconi, middl, seat, locat, ray, emit, mark, centr, screen]",vip area balcony middle seat be locate projector light ray emit mark centre screen,JJ NN NN JJ NN VB VB NN NN NN VB VB NN NN
Unlimited cards at around £15 are worth it if you go twice a month or more. You get some money off food too but its still ridiculously expensive!,"51.4558466762,0.150358271727",51.4558466762,51.4558466762,"[unlimit, card, around, worth, go, twice, month, get, money, food, still, ridicul, expens]",unlimited card around be worth go twice month more get money food too still ridiculously expensive,JJ NN RB VB JJ VB RB NN JJ VB NN NN RB RB RB JJ
