venue_name,venue_id,rating,tips,cat_name,cat_id,ll
Bunker 51,4d330a6c2c76a143ea1c77c7,6.1,"Stinks like a rundown squat, then a pet shop, then death. Very damp and muddy. Come with a change of clothing.",Laser Tag,52e81612bcbc57f1066b79e6,"51.4939796963,0.0353625144095"
Mayhem Paintball,4bf7953e508c0f47f5c63d31,7.6,"Despite being a senior citizen (compared to my teenagers & friends),good location, equipment, friendly manager Ronnie and accommodating marshalls we had Alex & Courtney. Recommended.",Laser Tag,52e81612bcbc57f1066b79e6,"51.6534147477,0.145147939098"
We Cut Laser cut,597ecd5595d986355e7b1077,,,Laser Tag,52e81612bcbc57f1066b79e6,"51.4942155,-0.0614846"
Bromley Quasar Elite,4e6f42581838a9b6278fd881,,"Noisy, hectic but the kids love it & the rounds of games are well organised. Drop the kids & come back if you can't take the bedlam! Good value though",Laser Tag,52e81612bcbc57f1066b79e6,"51.4086625024,0.0105844802857"
Quasar Elite,4c34917e213c2d7fd5a6385d,,,Laser Tag,52e81612bcbc57f1066b79e6,"51.6464444739,-0.0477894640245"
Quasar,4be56935bcef2d7fbebb03e5,,If coming here need to park in Terminus car park. Footbridge to centre etc,Laser Tag,52e81612bcbc57f1066b79e6,"51.7692146992,0.0949860384972"
David Bowie mural,5693a7f3498e48d4a3ee2184,8.7,Good on Brixton!,Memorial Site,5642206c498e4bfca532186c,"51.4626639352,-0.115404725075"
Tower Hill Memorial,4bd6d02f6f649521e35671ec,6.7,see the London wall,Memorial Site,5642206c498e4bfca532186c,"51.509640471,-0.0774718703749"
Animals In War Memorial,4bfd0211b68d0f47c315e857,8.0,"If you've been moved by this memorial, please consider making a donation to give practical help to animals in need.",Memorial Site,5642206c498e4bfca532186c,"51.5110312356,-0.15741322644"
The Memorial Gates,517e61d9e4b0b4d2541f20e8,7.7,"The gates are in honour of the five million men and women from the Indian subcontinent, Africa and the Caribbean who volunteered to serve with the Armed Forces during the First and Second World Wars.",Memorial Site,5642206c498e4bfca532186c,"51.5026569466,-0.149138591018"
Guards Memorial,4c8f6458d68c6dcb89ad03a2,7.3,"These stern soldiers in their bearskins commemorate the role of the Brigade of Guards in the Crimean War, 1854-56. It’s one of the first memorials to recognise ordinary soldiers, not just officers.",Memorial Site,5642206c498e4bfca532186c,"51.5045946228,-0.129438013726"
Diana Princess of Wales Memorial Fountain,4c30b6183896e21eb8e8e590,8.7,God bless you Lady Di <3,Memorial Site,5642206c498e4bfca532186c,"51.5049841757,-0.171357186113"
The Guards Crimean War Memorial,4c3eb63951dee21e1b09eb6e,7.1,Nice statue near Piccadilly.,Memorial Site,5642206c498e4bfca532186c,"51.5073501096,-0.132546389106"
Women Of World War II,4c63f74069a1c9b6b55b3ca4,7.0,"Puede pasar desapercibido, pero su valor simbólico es innegable.",Memorial Site,5642206c498e4bfca532186c,"51.5034506456,-0.126007608966"
Australian War Memorial,4c7a4fe72d3ba143fae690d0,7.2,The names of every town in Australia that sent tropps to one of the campaigns is engraved. I've taken photos and will put up a site so you can find your town before you arrive in London!,Memorial Site,5642206c498e4bfca532186c,"51.5021271264,-0.151503945226"
Orpington War Memorial,4e79d2d7483b1d4edb5d4298,5.9,Just a bus stop,Memorial Site,5642206c498e4bfca532186c,"51.373173026,0.0973812061274"
Mahatma Gandhi Statue,575451bb498e40d2ee5a50c4,,,Memorial Site,5642206c498e4bfca532186c,"51.50095,-0.1270368"
National Police Memorial,516be0ede4b0416e3957fb8c,,This memorial commemorates about 4000 police officers killed in the UK whilst in the course of their duties. Located at the corner of The Mall and Horse Guards.,Memorial Site,5642206c498e4bfca532186c,"51.50586,-0.129969"
Euston Railway War Memorial,51052881e4b09faec058a306,,,Memorial Site,5642206c498e4bfca532186c,"51.5269897497,-0.132553745091"
King George VI and Queen Elizabeth Memorial,4bcb28fb3740b713f3db6165,,"Take a few moments to look at the interesting tableau in the walls, depicting Queen Mum visiting the East End after bombing and her interests (but not, sadly, drinking gin).",Memorial Site,5642206c498e4bfca532186c,"51.5050475681,-0.133706309036"
Canadian War Memorial,4c389e5f18e72d7f189e18f5,5.5,"Tell kids not to walk over it. It's a war memorial, for goodness sake.",Memorial Site,5642206c498e4bfca532186c,"51.5028820224,-0.142500870143"
New Zealand Memorial,4db500ac43a1369cb5c6c2d8,,"Note the illuminated-tip crosses, these mark the Southern Cross constellation",Memorial Site,5642206c498e4bfca532186c,"51.5030030116,-0.15097929438"
The Diana & Dodi Memorial,4e96c12b0aafdb60e0965e6e,,Dedicated to Princess Diana and Dodi,Memorial Site,5642206c498e4bfca532186c,"51.4999363087,-0.162672847909"
Battle Of Britain Memorial,4dd0342fd4c065592faa924b,,,Memorial Site,5642206c498e4bfca532186c,"51.3528806889,-0.115938965586"
Wimbledon War Memorial,4c0be58cbbc676b044364cd5,,,Memorial Site,5642206c498e4bfca532186c,"51.4260391042,-0.222137259524"
Isleworth War Memorial,4d5a7a5c3281b1f75922c62f,,"My private residence, so entry by invitation only",Memorial Site,5642206c498e4bfca532186c,"51.4698819759,-0.328356899784"
Swingers - The Crazy Golf Club,57473b2e498efddb25e192d9,9.2,Very nice place for mini golf and amazing food and drinks as well,Mini Golf,52e81612bcbc57f1066b79eb,"51.5142015736,-0.0803833670111"
Junk Yard Golf,574c370e498e865fed3470d1,8.0,"Great crazy golf, avoid Saturdays if you don't like hen and stag dos",Mini Golf,52e81612bcbc57f1066b79eb,"51.5209907297,-0.0724598727559"
Last Days Of Shoreditch,57473441498e0e51fb246f30,6.8,Get yourself down that slide!,Mini Golf,52e81612bcbc57f1066b79eb,"51.526360323,-0.0831986121144"
Birdies Crazy Golf,572b2412498e5dcdd94a347d,,Fun little crazy golf course on top on a multi-storey car park. A few food pop ups and good bar too,Mini Golf,52e81612bcbc57f1066b79eb,"51.5418574584,-0.00138455016019"
Dragon Quest Adventure Golf,4f8ad50de4b0ab5c892e2578,7.1,"One of the holes, if you hit it in the water under a tunnel it will get you a whole in one",Mini Golf,52e81612bcbc57f1066b79eb,"51.3913297575,-0.055842839779"
Putt In The Park,52010a94498e0dec4e6b64a1,8.6,"Awesome little mini putt course. Only 12 holes so a good size for taking the kids, they can get bored after 18.",Mini Golf,52e81612bcbc57f1066b79eb,"51.4617578437,-0.201163118466"
Urban Golf,4ae31f8ef964a520a59021e3,6.1,It's all about Tue specials!,Mini Golf,52e81612bcbc57f1066b79eb,"51.518012733,-0.103363744615"
Jurassic Falls Adventure Golf,562b4ce6498e34801db36593,,,Mini Golf,52e81612bcbc57f1066b79eb,"51.6048234541,-0.0245330238968"
Jurassic Encounter Adventure Golf,4b8bde83f964a5208caf32e3,7.7,Awesome place to spend an evening with friends - beats any UK mini golf I've been to! One of the highlights in the area,Mini Golf,52e81612bcbc57f1066b79eb,"51.4043558723,-0.242757213272"
Playgolf London,4bd45bfaa8b3a593729a6b5f,7.6,Get here early on weekends. Parking is limited and the place is popular.,Mini Golf,52e81612bcbc57f1066b79eb,"51.5724411435,-0.323243252969"
Putt in the Park,578b6b27498ebb9e05dfe09e,,,Mini Golf,52e81612bcbc57f1066b79eb,"51.508583,-0.26017797"
Vue Cinema,4be595b8d4f7c9b6d2922520,6.9,"Cheap Tuesday's, Orange Wednesday's & Kid's AM Saturday's :)",Movie Theater,4bf58dd8d48988d17f941735,"51.5319469946,0.134965032108"
Showcase Cinema Newham,4b5b03aff964a520efde28e3,6.8,Free parking 24/7!,Movie Theater,4bf58dd8d48988d17f941735,"51.5264329978,0.0804568928427"
Cineworld,4b5b3039f964a520c4e928e3,7.3,Cineworld Ilford does Bargain Tuesday tickets. Come to the cinema on any Tuesday and get cut-price entry.,Movie Theater,4bf58dd8d48988d17f941735,"51.5576,0.0741"
Odeon,4ae74a67f964a52017aa21e3,6.8,Best cinema ever!,Movie Theater,4bf58dd8d48988d17f941735,"51.4903479177,0.0124456873702"
Greenwich Picturehouse,4ad2591ef964a5200ae120e3,9.1,"Best place to watch films. Good bar, great seats and no chavs on their mobiles or eating popcorn.",Indie Movie Theater,4bf58dd8d48988d17e941735,"51.4796185143,-0.00977752615762"
Stratford Picturehouse,4b310ca6f964a52002ff24e3,7.9,"Nice homely cinema, the crowds and annoying kids go to the nearby by Westfield, so its always pretty chilled.",Indie Movie Theater,4bf58dd8d48988d17e941735,"51.5431629376,0.00116647484097"
Cineworld,4b926847f964a5205af733e3,8.0,"No ticket desks, use the machines or drink/popcorn counter!",Multiplex,4bf58dd8d48988d180941735,"51.5027890633,0.00468620516307"
Everyman Canary Wharf,555ce26c498e4946535303cf,8.6,Lovely relaxed atmosphere. Big glasses of wine! Pizzas are very tasty but just enough for one.,Movie Theater,4bf58dd8d48988d17f941735,"51.5059008329,-0.0176249890226"
Sky Superscreen,4e4814c2e4cd9d94fb37f36f,6.6,In the VIP area (balcony) middle seats are located under the projector.Light  Rays emitted by it marks the centre of screen,Movie Theater,4bf58dd8d48988d17f941735,"51.5030824643,0.00473581757498"
Boleyn Cinema,4e3985f6bd418bd4ba44df51,,,Movie Theater,4bf58dd8d48988d17f941735,"51.530703388,0.0384787842853"
Cineworld,4b8822c6f964a52047e231e3,5.5,Unlimited cards at around £15 are worth it if you go twice a month or more. You get some money off food too but its still ridiculously expensive!,Multiplex,4bf58dd8d48988d180941735,"51.4558466762,0.150358271727"
Premiere Cinema,500c47bae4b0938453b76f96,7.3,"£4 tickets all day, every day. Finally visiting the cinema doesn't have to be a monthly luxury! Food and drink also cheap. Good to see the old Odeon resurrected.",Multiplex,4bf58dd8d48988d180941735,"51.5794113373,0.185656726444"
Rooftop Film Club Stratford,53b45f0f498e197d86cb1f40,6.7,,Movie Theater,4bf58dd8d48988d17f941735,"51.542156,-0.001127"
VIP Club Lounge,4cf6aec366585481abbbca98,7.4,Two for one cocktails good value,Lounge,4bf58dd8d48988d121941735,"51.5022613846,0.00409829390562"
Vue Cinema,4ae098f7f964a520cb8021e3,6.3,Distastefully sticky furniture and over priced,Multiplex,4bf58dd8d48988d180941735,"51.5755307839,0.179589391078"
Cineworld,4ad0de63f964a52093da20e3,7.8,"If you turn right as soon as you go in, hug the left wall and do a jump-roll in the corner, you'll unlock a secret passage.",Multiplex,4bf58dd8d48988d180941735,"51.5077347271,-0.0228839305892"
Vue Cinema,4bb78a207421a593359ec040,6.6,Early Sunday evenings is the best time to avoid crowds and get good parking. Service was slow however.,Movie Theater,4bf58dd8d48988d17f941735,"51.4877692004,0.281196874882"
Vue Cinema,4e74c57663655e2fd72f6a63,6.9,Screen 17 Vue Extreme:bigger&louder!,Multiplex,4bf58dd8d48988d180941735,"51.5435255028,-0.00651244155507"
The Castle Cinema,57e6ecb738fa7204f0b558c0,8.6,"Great local cinema to have on your doorstep! Good selection of recent releases, comfy seats, good quality audio and visuals. Monday night tickets only £5.",Indie Movie Theater,4bf58dd8d48988d17e941735,"51.5511286742,-0.0434195995331"
Showcase Cinema,4bc71e9192b376b05e104f3a,7.9,Did you know that World class opera is screened live to Showcase Bluewater.    Stunning productions from the New York Metropolitan Opera and our own Royal Opera House in Coventry Garden,Multiplex,4bf58dd8d48988d180941735,"51.4372617274,0.27040732834"
Odeon,4ac518e8f964a520a9ab20e3,6.2,Don't expect much in the way of customer service. These guys failed the McDonalds application,Movie Theater,4bf58dd8d48988d17f941735,"51.4957162085,-0.0446634963603"
Curzon Goldsmiths,56b8d3c2498e8dd6a0743a39,,,Indie Movie Theater,4bf58dd8d48988d17e941735,"51.474505568,-0.0361164001381"
Odeon,4bd499c34e32d13af07abf80,5.6,"This was the ABC thirty years back and me and my mates campaigned to get Saturday morning flicks for kids cos it only showed X rated movies then. Ah, memories!",Movie Theater,4bf58dd8d48988d17f941735,"51.5944371991,0.022389060076"
Flo-Well Drainage & PLumbing,5a06ea091108ba37990e09c6,,,Drive-in Theater,56aa371be4b08b9a8d5734de,"51.4494372,0.1042103"
Royal Arsenal,4acf1b4bf964a5206dd220e3,8.5,"Woolwich was where artillery guns and ammunition were made for the king from the late 17th century. The workers formed a football team called Dial Square in 1886, which later became Arsenal.",History Museum,4bf58dd8d48988d190941735,"51.494544148,0.0721358745481"
Eastbury Manor House,4cc32d479eeab7139b57df40,7.1,Be sure to get the guided tour. You'll learn much more about this remarkable Tudor survivor.,History Museum,4bf58dd8d48988d190941735,"51.5329733278,0.0997410806385"
Red House,4ad5d982f964a520be0321e3,7.2,"11 July: Though completed in 1860, its Arts and Crafts interior gives it a much earlier feel. William Morris's house is noted for its peaceful gardens and beautiful stairway.",Museum,4bf58dd8d48988d181941735,"51.4557013077,0.130509582004"
Peter Harrison Planetarium,4c03db5739d476b0769e30a7,9.0,Cancel your E! Subscription. These are the only stars worth watching.,Planetarium,4bf58dd8d48988d192941735,"51.4769022116,-0.000631303932525"
Royal Observatory,4ac518cef964a5203aa620e3,8.6,"Set in a stunning park, and sitting precisely on the Prime Meridian of the world, the Royal Observatory is a great way to spend an afternoon in South London.",Observatory,5744ccdfe4b0c0459246b4d9,"51.4771332098,-0.00075101852417"
The Crystal,4f1d3b77e4b0c7ea69c86c47,7.5,Check out the massive Tesla Coil on the ground level - it fires every 15mins,Science Museum,4bf58dd8d48988d191941735,"51.5072101735,0.0167774156589"
National Maritime Museum,4ac518d2f964a52040a720e3,8.7,"The world's largest maritime museum contains a huge store of creatively organised maritime art, cartography, models and regalia.",History Museum,4bf58dd8d48988d190941735,"51.4813292233,-0.0055809605092"
Painted Hall,4bbdb641a8cf76b0bf0bb2fd,8.6,"Described as ‘probably the finest dining hall in the Western world’, this is also where Lord Nelson lay in state after his death at the Battle of Trafalgar. Thousands came to pay their respects.",Art Gallery,4bf58dd8d48988d1e2931735,"51.4829669049,-0.00609366277314"
Cutty Sark,4f22df5ee4b0020c2d201e70,8.7,"Not £24 for adults, it's actually £12 for adults, £6.50 for children, £9.50 for concessions. Well worth the money.",History Museum,4bf58dd8d48988d190941735,"51.482812733,-0.00961303710938"
Queen's House,4ac518d1f964a520bda620e3,8.2,"In 1616 Anne of Denmark, wife of James I, commissioned Inigo Jones to build the Queen’s House, the first fully Classical building in England. The house now forms part of the National Maritime Museum.",Art Gallery,4bf58dd8d48988d1e2931735,"51.4812759906,-0.00394821166992"
Museum of London Docklands,4ac518d3f964a52079a720e3,8.5,"This fascinating museum is located in an old Georgian sugar warehouse, and tells the 2,000 year story of London’s river, port and people. It also houses the archives of the Port of London Authority.",History Museum,4bf58dd8d48988d190941735,"51.509326777,-0.0230004751717"
RSPB Environment & Education Centre,4bcad7713740b7136c7d6165,7.0,"Wildlife, bird hides & cakes!",Science Museum,4bf58dd8d48988d191941735,"51.4867896889,0.227443773295"
Discover Greenwich Visitor Centre,4bc9cb7368f976b001d65d83,7.7,"Visit the cutty sark n discover some history, grab something to eat at Nandos which is close by.",History Museum,4bf58dd8d48988d190941735,"51.4828567637,-0.00863924961847"
The Crossness Engines Trust,4dbd42461e72b351cac61a76,,"Steam Engines, architecture, heritage and great volunteers.",History Museum,4bf58dd8d48988d190941735,"51.5091954031,0.138182503756"
Discover Children's Story Centre,4ac518d4f964a520b1a720e3,7.2,Brilliant. So well thought out; even the stairs to the slide are 1/2 height so littl'uns can manage on their own. Can never get LM to leave! (FYI cafe not great.) Check website for events/story times.,General Entertainment,4bf58dd8d48988d1f1931735,"51.539106516,-0.000351087343517"
Ranger's House - The Wernher Collection,4cdd6fa4901e9eb088bfc2ef,7.2,,Art Gallery,4bf58dd8d48988d1e2931735,"51.4734440474,-0.00197024509961"
V&A Museum Of Childhood,4c557d1506901b8d2d1a8f4d,8.6,check the board for the day's activities,History Museum,4bf58dd8d48988d190941735,"51.529038,-0.054832"
William Morris Gallery,4bc739cf2f94d13ade76117f,9.0,A beautiful gallery and in the heart of Walthamstow. An absolute must see.,Art Gallery,4bf58dd8d48988d1e2931735,"51.5911500354,-0.0202640149623"
Sutton House,4ac518cff964a5205da620e3,8.2,"Perhaps the best old house in London. Takes about 1.5 hours to go round, and then there's a nice cafe.",History Museum,4bf58dd8d48988d190941735,"51.5485310287,-0.0503495300685"
Brunel Museum,4bb76076d535b713fc66dd21,7.7,You must get some cocktails from the Midnight Apothecary here- awesome!,History Museum,4bf58dd8d48988d190941735,"51.501588,-0.052947"
Tower Bridge Exhibition,4ac518cff964a5205ca620e3,8.3,"Epic view of London from the two walkways. 2for1 tickets if you travel by train, plus your ticket will also get you into the Engine Rooms.",Museum,4bf58dd8d48988d181941735,"51.5059620618,-0.0753079019495"
HMS Belfast (HMS Belfast (C35)),4ac518cef964a520faa520e3,8.6,"This WW2 cruiser, now a tourist attraction, took part in the sinking of the German battleship Scharnhorst and in the D-Day landings. Her guns are aimed at an M1 service station 12.5 miles away.",History Museum,4bf58dd8d48988d190941735,"51.5065989064,-0.0815069675446"
Geffrye Museum,4ac518d2f964a52044a720e3,8.5,"Housed in a set of 18th-century almshouses, the Geffrye Museum offers a vivid physical history of the English interior.",History Museum,4bf58dd8d48988d190941735,"51.5318043066,-0.0764697790146"
Horniman Museum and Gardens,4ac518d2f964a52045a720e3,9.3,"Great fun to be had by everyone. The aquarium is worth the small fee to enter, and during the summer they have jazz bands playing in the bandstand.",Museum,4bf58dd8d48988d181941735,"51.4409815123,-0.0613689422607"
The White Tower,4c555a6930f92d7f418ff8bb,8.1,"The Bishop of Durham was the first recorded prisoner at the Tower, the tallest building in 1098. He escaped using a rope smuggled in a pot of wine and fled to Normandy.",Castle,50aaa49e4b90af0d42d5de11,"51.5080764471,-0.0760489212341"
The Pump House Museum,4bb88870b35776b025f9c801,7.8,,History Museum,4bf58dd8d48988d190941735,"51.5767098897,-0.034490907569"
Dennis Severs' House,4ac518d4f964a5208fa720e3,8.0,Explore the Dennis Severs house. In silence.,Museum,4bf58dd8d48988d181941735,"51.5210697243,-0.0777969166968"
