words,type,polarity
however want great food great price do not mind decor beat place,RB VB JJ NN JJ NN VB RB VB NN VB NN,2.0
however want great food great price do not mind decor beat place,RB VB JJ NN JJ NN VB RB VB NN VB NN,1.0
however want great food great price do not mind decor beat place,RB VB JJ NN JJ NN VB RB VB NN VB NN,2.0
quick friendly service,JJ JJ NN,2.0
be best comfort food place city,VB JJ NN NN NN NN,2.0
somewhere eat be happy,RB VB VB JJ,2.0
be sit main dining room have spectacular hand paint high ceiling never know be world outside,VB VB JJ NN NN VB JJ NN VB JJ NN RB VB VB NN NN,2.0
be sit main dining room have spectacular hand paint high ceiling never know be world outside,VB VB JJ NN NN VB JJ NN VB JJ NN RB VB VB NN NN,2.0
food be wonderful tasty fill service be professional friendly,NN VB JJ JJ VB NN VB JJ JJ,2.0
food be wonderful tasty fill service be professional friendly,NN VB JJ JJ VB NN VB JJ JJ,2.0
food be wonderful tasty fill service be professional friendly,NN VB JJ JJ VB NN VB JJ JJ,2.0
wait summer serve gigantic patio,VB NN VB JJ NN,2.0
recently try suan think be great,RB VB JJ VB VB JJ,2.0
little place definitely exceed expectation sure get lot food money,JJ NN RB VB NN VB VB NN NN NN,2.0
little place definitely exceed expectation sure get lot food money,JJ NN RB VB NN VB VB NN NN NN,2.0
little place definitely exceed expectation sure get lot food money,JJ NN RB VB NN VB VB NN NN NN,2.0
service be fast friendly food be very tasty have best hot sauce add meal,NN VB JJ JJ NN VB RB JJ VB JJ JJ NN VB NN,2.0
service be fast friendly food be very tasty have best hot sauce add meal,NN VB JJ JJ NN VB RB JJ VB JJ JJ NN VB NN,2.0
service be fast friendly food be very tasty have best hot sauce add meal,NN VB JJ JJ NN VB RB JJ VB JJ JJ NN VB NN,2.0
have say be pleasantly suprised most likely stop again be neighborhood,VB VB VB RB JJ RB RB VB RB VB NN,2.0
know,VB,2.0
good food,JJ NN,2.0
good drink,JJ NN,2.0
do rate home,VB NN NN,2.0
have never have cheescake,VB RB VB NN,2.0
think have die go heaven,VB VB VB VB NN,2.0
great spot look couple drink quiet dinner,JJ NN VB NN NN JJ NN,2.0
great spot look couple drink quiet dinner,JJ NN VB NN NN JJ NN,2.0
warm friendly winter terrific outdoor seating warmer month,JJ JJ NN JJ JJ NN JJ NN,2.0
warm friendly winter terrific outdoor seating warmer month,JJ JJ NN JJ JJ NN JJ NN,2.0
food be great have good selecion wine reasonable price,NN VB JJ VB JJ NN NN JJ NN,2.0
food be great have good selecion wine reasonable price,NN VB JJ VB JJ NN NN JJ NN,2.0
food be great have good selecion wine reasonable price,NN VB JJ VB JJ NN NN JJ NN,2.0
have be several time never dissapoint,VB VB JJ NN RB NN,2.0
be less impressed,VB JJ JJ,0.0
ambiance atmosphere be great food service have be lot better,NN NN VB JJ NN NN VB VB NN JJ,2.0
ambiance atmosphere be great food service have be lot better,NN NN VB JJ NN NN VB VB NN JJ,2.0
ambiance atmosphere be great food service have be lot better,NN NN VB JJ NN NN VB VB NN JJ,0.0
ambiance atmosphere be great food service have be lot better,NN NN VB JJ NN NN VB VB NN JJ,0.0
order chicken casserole get be few small piece chicken dark meat bone,VB NN NN VB VB JJ JJ NN NN JJ NN NN,0.0
order chicken casserole get be few small piece chicken dark meat bone,VB NN NN VB VB JJ JJ NN NN JJ NN NN,0.0
probably not go again,RB RB VB RB,0.0
have be sapphire twice time food be fine not good,VB VB VB RB NN NN VB JJ RB JJ,2.0
stick chicken beef lamb dish,NN NN NN NN NN,2.0
stick chicken beef lamb dish,NN NN NN NN NN,2.0
stick chicken beef lamb dish,NN NN NN NN NN,2.0
service be friendly never have problem walking get table,NN VB JJ RB VB NN NN VB NN,2.0
service be friendly never have problem walking get table,NN VB JJ RB VB NN NN VB NN,2.0
skip dessert,NN NN,0.0
best reuben sandwich ever,RB JJ NN RB,2.0
classic,JJ,2.0
don miss bloom next trip manhatten,VB JJ NN JJ NN VB,2.0
be first place eat first trip new york be last place stop head town next trip new york,VB JJ NN VB JJ NN NN NN VB JJ NN VB VB NN JJ NN NN NN,2.0
thank bloom lovely trip,NN NN JJ NN,2.0
food be not fresh sauce be bland very oily,NN VB RB JJ NN VB JJ RB JJ,0.0
food be not fresh sauce be bland very oily,NN VB RB JJ NN VB JJ RB JJ,0.0
just be not thai,RB VB RB NN,0.0
be surprisingly disappoint,VB RB VB,0.0
pizza be little soggy,NN VB JJ JJ,0.0
ravioli be good have say find everything bit overpriced,NN VB JJ VB VB VB NN NN JJ,2.0
ravioli be good have say find everything bit overpriced,NN VB JJ VB VB VB NN NN JJ,0.0
not enough wine glass,RB JJ NN NN,0.0
service however be excellent like set atmosphere lot,NN RB VB JJ VB VB NN NN,2.0
service however be excellent like set atmosphere lot,NN RB VB JJ VB VB NN NN,2.0
food be just average lower price just bit be bigger draw,NN VB RB JJ VB NN RB NN VB JJ VB,1.0
food be just average lower price just bit be bigger draw,NN VB RB JJ VB NN RB NN VB JJ VB,0.0
place be great bargain,NN VB JJ NN,2.0
authentic pakistani food,JJ NN NN,2.0
person be always friendly,NN VB RB JJ,2.0
just straight cheap good food,RB RB RB JJ NN,2.0
just straight cheap good food,RB RB RB JJ NN,2.0
faan be sooo good,NN VB RB JJ,2.0
best pad thai have ever have,JJ NN NN VB RB VB,2.0
design atmosphere be just good,NN NN VB RB JJ,2.0
design atmosphere be just good,NN NN VB RB JJ,2.0
bottle wine be cheap good,NN NN VB JJ JJ,2.0
bottle wine be cheap good,NN NN VB JJ JJ,2.0
more want,RB VB,2.0
food be actually aweful,NN VB RB JJ,0.0
not picky be actually gross,RB JJ VB RB JJ,0.0
mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ,0.0
mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ,0.0
mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ,0.0
mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ,0.0
mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ,0.0
nice atmosphere service be very pleasant desert be good,JJ NN NN VB RB JJ NN VB JJ,2.0
nice atmosphere service be very pleasant desert be good,JJ NN NN VB RB JJ NN VB JJ,2.0
nice atmosphere service be very pleasant desert be good,JJ NN NN VB RB JJ NN VB JJ,2.0
wouldn recomend dinner,JJ NN NN,0.0
be perfect date spot williamsburg couple,VB JJ NN NN NN NN,2.0
jukebox play everything italian opera stroke,NN VB NN JJ NN NN,2.0
food be amazing rich pasta fresh doughy pizza,NN VB JJ JJ NN JJ NN NN,2.0
food be amazing rich pasta fresh doughy pizza,NN VB JJ JJ NN JJ NN NN,2.0
food be amazing rich pasta fresh doughy pizza,NN VB JJ JJ NN JJ NN NN,2.0
best be warm vibe owner be super friendly service be fast,JJ VB JJ NN NN VB JJ JJ NN VB JJ,2.0
best be warm vibe owner be super friendly service be fast,JJ VB JJ NN NN VB JJ JJ NN VB JJ,2.0
best be warm vibe owner be super friendly service be fast,JJ VB JJ NN NN VB JJ JJ NN VB JJ,2.0
only deliver make mint,RB VB VB NN,1.0
go here drink,VB RB NN,2.0
drink be amazing half pm,NN VB JJ NN NN,2.0
drink be amazing half pm,NN VB JJ NN NN,2.0
ask usha nicest bartender manhattan,NN NN JJ NN JJ,2.0
fav be sassy lassi,JJ VB JJ NN,2.0
be amazing place try roti roll,VB JJ NN VB JJ NN,2.0
really recommend very simple unda egg roll,RB VB RB JJ NN NN NN,2.0
delicate spice onion egg kick ass roti,JJ NN NN NN JJ NN NN,2.0
delicate spice onion egg kick ass roti,JJ NN NN NN JJ NN NN,2.0
delicate spice onion egg kick ass roti,JJ NN NN NN JJ NN NN,2.0
delicate spice onion egg kick ass roti,JJ NN NN NN JJ NN NN,2.0
amazing,JJ,2.0
toon have recently be redone be now very attractive space,NN VB RB VB JJ VB RB RB JJ NN,2.0
food good ever,NN JJ RB,2.0
area sadly lack decent thai food be best spot,NN RB VB JJ NN NN VB JJ NN,2.0
go here last night nice decor good service food be surprisingly excellent,VB RB JJ NN JJ NN JJ NN NN VB RB JJ,2.0
go here last night nice decor good service food be surprisingly excellent,VB RB JJ NN JJ NN JJ NN NN VB RB JJ,2.0
go here last night nice decor good service food be surprisingly excellent,VB RB JJ NN JJ NN JJ NN NN VB RB JJ,2.0
portion be huge be good order thing split rather appetizer entree person person,NN VB JJ VB JJ NN NN VB RB NN NN NN NN,1.0
wait go back,VB VB RB,2.0
best drumstick rice sour spicy soup town,JJ NN NN JJ JJ NN NN,2.0
best drumstick rice sour spicy soup town,JJ NN NN JJ JJ NN NN,2.0
beef noodle soup be good well,NN JJ NN VB JJ RB,2.0
service be good resturant be clean,NN VB JJ NN VB JJ,2.0
service be good resturant be clean,NN VB JJ NN VB JJ,2.0
best food ny,VB NN NN,2.0
have be rao probably time past year keep get better,VB VB VB RB NN JJ NN VB VB JJ,2.0
go once do not enjoy say be just do not get,VB RB VB RB VB VB VB RB VB RB VB,2.0
rao have best service atmosphere nyc,VB VB JJ NN NN NN,2.0
rao have best service atmosphere nyc,VB VB JJ NN NN NN,2.0
good luck get table,JJ NN VB NN,0.0
roommate love place,NN NN NN,2.0
recently decide try location delight have outdoor seating perfect have yorkie,RB VB VB NN NN VB JJ NN JJ VB NN,2.0
indoor be very cozy cute,JJ VB RB JJ JJ,2.0
portion size here be huge sushi be good,NN NN RB VB JJ NN VB JJ,2.0
portion size here be huge sushi be good,NN NN RB VB JJ NN VB JJ,2.0
staff be very accomodating,NN VB RB JJ,2.0
excellent dumpling serve clean chic decor,JJ NN VB JJ JJ NN,2.0
excellent dumpling serve clean chic decor,JJ NN VB JJ JJ NN,2.0
get piece dim sum combo bite be great,VB NN JJ NN NN NN VB JJ,2.0
small piece,JJ NN,0.0
not worth,RB JJ,0.0
not go back someone else be foot bill,RB VB RB NN RB VB VB NN,0.0
decor be very simple comfortable,NN VB RB JJ JJ,2.0
food be delicious do not come here empty stomach,NN VB JJ VB RB VB RB JJ NN,2.0
food be delicious do not come here empty stomach,NN VB JJ VB RB VB RB JJ NN,0.0
portion be small be food be so good make,NN VB JJ VB NN VB RB JJ VB,0.0
portion be small be food be so good make,NN VB JJ VB NN VB RB JJ VB,2.0
have crabmeat lasagna be world chocolate bread pudding dessert,VB NN NN VB NN NN NN NN NN,2.0
have crabmeat lasagna be world chocolate bread pudding dessert,VB NN NN VB NN NN NN NN NN,2.0
staff be very attentive down earth,NN VB RB JJ RB NN,2.0
love go again,VB VB RB,2.0
great indian food service be incredible,JJ JJ NN NN VB JJ,2.0
great indian food service be incredible,JJ JJ NN NN VB JJ,2.0
owner truly cater need,NN RB VB NN,2.0
family come give app test palet then order,NN VB VB VB VB NN RB VB,2.0
everyone be more then happy choice,NN VB RB RB JJ NN,2.0
great food price be very reasonable,JJ NN NN VB RB JJ,2.0
great food price be very reasonable,JJ NN NN VB RB JJ,2.0
food here do great service name cantonese be,NN RB VB JJ NN NN VB VB,2.0
fall love egg noodle beef broth shrimp dumpling slice bbq roast pork,VB NN NN NN NN NN NN NN NN NN NN NN,2.0
dish be favorite always get go there never get tired,NN VB JJ RB VB VB RB RB VB JJ,2.0
try congee donut deep fried dough call ow ley soh delicious sweet taste bread,VB NN NN JJ JJ NN VB JJ NN VB JJ JJ VB NN,2.0
try congee donut deep fried dough call ow ley soh delicious sweet taste bread,VB NN NN JJ JJ NN VB JJ NN VB JJ JJ VB NN,2.0
simply good taste chinese food incredible price,RB JJ VB JJ NN JJ NN,2.0
simply good taste chinese food incredible price,RB JJ VB JJ NN JJ NN,2.0
service be not be come here,NN VB RB VB VB RB,0.0
big wong be great place eat fill stomach,JJ NN VB JJ NN VB VB NN,2.0
jazz duo be be point,NN NN VB VB NN,2.0
good music great food speedy service affordable price,JJ NN JJ NN JJ NN JJ NN,2.0
good music great food speedy service affordable price,JJ NN JJ NN JJ NN JJ NN,2.0
good music great food speedy service affordable price,JJ NN JJ NN JJ NN JJ NN,2.0
good music great food speedy service affordable price,JJ NN JJ NN JJ NN JJ NN,2.0
even wine glass be good,RB NN NN VB JJ,2.0
little way do not live neighborhood definitely trip be,JJ NN VB RB VB NN RB NN VB,0.0
little way do not live neighborhood definitely trip be,JJ NN VB RB VB NN RB NN VB,2.0
consistently good japanese tapas,RB JJ JJ NN,2.0
always good drink service be pretty good,RB JJ NN NN VB RB JJ,2.0
always good drink service be pretty good,RB JJ NN NN VB RB JJ,2.0
atmosphere be nice relax too,NN VB JJ VB RB,2.0
great place meet food drink,JJ NN VB NN NN,2.0
yakitori bbq meat be tasty too,NN NN NN VB JJ RB,2.0
do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN,0.0
do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN,0.0
do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN,0.0
price quality fish alone keep make return visit,NN NN NN RB VB VB NN NN,0.0
price quality fish alone keep make return visit,NN NN NN RB VB VB NN NN,0.0
price quality fish alone keep make return visit,NN NN NN RB VB VB NN NN,0.0
wasn go share feel obligated sit sushi bar dining watch chef accidentally drop piece floor retrieve floor proceed use piece delivery order be prepare,JJ VB NN VB JJ VB NN NN NN VB NN RB VB NN NN VB NN VB VB NN NN NN VB VB,0.0
thank,NN,0.0
place be only few month old be perhaps queen biggest secret,NN VB RB JJ NN JJ VB RB NN JJ VB,2.0
fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN,2.0
fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN,2.0
fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN,2.0
fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN,2.0
fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN,2.0
fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN,2.0
fabulous decor make feel be trendy manhattan restaurant very very good food cheaply price generally friendly staff be manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB VB JJ NN NN RB RB JJ NN RB VB RB JJ NN VB NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN,2.0
be seat outside waiter spil red wine hot tea date,VB VB JJ NN VB JJ NN JJ NN NN,0.0
be then shoo,VB RB VB,0.0
one think get apology complimentary drink instead get snobby waiter not even take order minute give lip ask do so,NN VB VB NN JJ NN RB VB JJ NN RB RB VB NN NN VB VB VB VB RB,0.0
left never return,VB RB VB,0.0
so many good restaurant uws do not need overpriced food absurdly arrogant wait staff do not recognize work glorify diner clumsy service management do not care,RB JJ JJ NN NN VB RB VB JJ NN RB JJ NN NN VB RB VB VB VB NN JJ NN NN VB RB VB,0.0
so many good restaurant uws do not need overpriced food absurdly arrogant wait staff do not recognize work glorify diner clumsy service management do not care,RB JJ JJ NN NN VB RB VB JJ NN RB JJ NN NN VB RB VB VB VB NN JJ NN NN VB RB VB,0.0
so many good restaurant uws do not need overpriced food absurdly arrogant wait staff do not recognize work glorify diner clumsy service management do not care,RB JJ JJ NN NN VB RB VB JJ NN RB JJ NN NN VB RB VB VB VB NN JJ NN NN VB RB VB,0.0
so many good restaurant uws do not need overpriced food absurdly arrogant wait staff do not recognize work glorify diner clumsy service management do not care,RB JJ JJ NN NN VB RB VB JJ NN RB JJ NN NN VB RB VB VB VB NN JJ NN NN VB RB VB,0.0
be relatively new area try pick bgel be disappoint service think food be overated pricey side,VB RB JJ NN VB VB NN VB VB NN VB NN VB JJ JJ NN,0.0
be relatively new area try pick bgel be disappoint service think food be overated pricey side,VB RB JJ NN VB VB NN VB VB NN VB NN VB JJ JJ NN,0.0
be relatively new area try pick bgel be disappoint service think food be overated pricey side,VB RB JJ NN VB VB NN VB VB NN VB NN VB JJ JJ NN,0.0
food be okay price here be mediocre,NN VB JJ NN RB VB JJ,1.0
food be okay price here be mediocre,NN VB JJ NN RB VB JJ,1.0
baluchi have solid food nice decor reasonable price,NN VB JJ NN JJ NN JJ NN,2.0
baluchi have solid food nice decor reasonable price,NN VB JJ NN JJ NN JJ NN,2.0
baluchi have solid food nice decor reasonable price,NN VB JJ NN JJ NN JJ NN,2.0
only problem be manager be complete incompetent,JJ NN VB NN VB JJ JJ,0.0
offer subpar service have personality,VB JJ NN VB NN,0.0
fact appear be go go postal moment,NN VB VB VB VB JJ NN,0.0
be excuse such lousy service,VB NN JJ JJ NN,0.0
have never before eat piece relatively good nigiri,VB RB VB VB NN RB JJ NN,1.0
do here,VB RB,2.0
eat sushi be beat,VB NN VB VB,2.0
go areo sunday afternoon girlfriend spend enjoyable hour there,VB VB NN NN NN VB JJ NN RB,2.0
most server be very attentive friendly quite attractive,JJ NN VB RB JJ JJ RB JJ,2.0
vibe be very relaxed cozy service be great food be excellent,NN VB RB JJ JJ NN VB JJ NN VB JJ,2.0
vibe be very relaxed cozy service be great food be excellent,NN VB RB JJ JJ NN VB JJ NN VB JJ,2.0
vibe be very relaxed cozy service be great food be excellent,NN VB RB JJ JJ NN VB JJ NN VB JJ,2.0
girl definitely go back,NN RB VB RB,2.0
food be good view new york city skiline be terrific even foggy rainy day go,NN VB JJ NN NN NN NN NN VB JJ RB JJ JJ NN VB,2.0
food be good view new york city skiline be terrific even foggy rainy day go,NN VB JJ NN NN NN NN NN VB JJ RB JJ JJ NN VB,2.0
highly recommand request table window,RB VB VB NN NN,2.0
do typical kind water question service be good overall very relaxing place eat,VB JJ NN NN NN NN VB JJ JJ RB JJ VB VB,2.0
do typical kind water question service be good overall very relaxing place eat,VB JJ NN NN NN NN VB JJ JJ RB JJ VB VB,2.0
food be great,NN VB JJ,2.0
personal pan be perfect size hungry night,JJ NN VB JJ NN JJ NN,2.0
heartily recommend,RB VB,2.0
be downside be order delivery guy have major attitude,VB NN VB VB NN NN VB JJ NN,0.0
never have have such dramatic delivery guy lot huffing pant mutter breath live walkup always seem disappoint tip,RB VB VB JJ JJ NN NN NN NN VB VB NN VB NN RB VB VB NN,0.0
love scene first place have character nice light very fortunate location wise,VB NN RB NN VB NN JJ NN RB JJ NN JJ,2.0
love scene first place have character nice light very fortunate location wise,VB NN RB NN VB NN JJ NN RB JJ NN JJ,2.0
love scene first place have character nice light very fortunate location wise,VB NN RB NN VB NN JJ NN RB JJ NN JJ,2.0
pizza be pretty good huge,NN VB RB JJ JJ,2.0
pizza be pretty good huge,NN VB RB JJ JJ,2.0
price very reasonable,NN RB JJ,2.0
be get family size penne la vodka be tremendously gigantic portion bucket food literally,VB VB NN NN VB JJ NN VB RB JJ NN NN NN RB,2.0
say be fine tasty heaviness stomach somete not undermine,VB VB JJ JJ NN NN VB RB NN,0.0
pasta penne be pretty extra buttery creamy mean big task diggest tasty first say be full slice pizza count penne get little moody afterwards cause be stuff,NN NN VB JJ JJ JJ JJ VB JJ NN VB JJ JJ VB VB JJ NN NN VB NN VB JJ JJ RB NN VB VB,0.0
pasta penne be pretty extra buttery creamy mean big task diggest tasty first say be full slice pizza count penne get little moody afterwards cause be stuff,NN NN VB JJ JJ JJ JJ VB JJ NN VB JJ JJ VB VB JJ NN NN VB NN VB JJ JJ RB NN VB VB,0.0
la rosa waltz think be do best,RB NN VB NN VB VB JJ,2.0
interesting selection good wine service fine fun decor,JJ NN JJ NN NN NN NN NN,2.0
interesting selection good wine service fine fun decor,JJ NN JJ NN NN NN NN NN,2.0
interesting selection good wine service fine fun decor,JJ NN JJ NN NN NN NN NN,2.0
interesting selection good wine service fine fun decor,JJ NN JJ NN NN NN NN NN,2.0
love,NN,2.0
plan stopping next week as well,NN NN JJ NN RB RB,2.0
find cold night perfect spot warm,VB JJ NN JJ NN VB,2.0
recieve prompt service smile,VB JJ NN NN,2.0
exemplify cute artsy interesting,VB JJ JJ JJ,2.0
definately check out,RB VB RB,2.0
place blow away far new favorite restaurant uppereast side,NN VB RB RB JJ JJ NN JJ NN,2.0
wine list be extensive impressive,NN NN VB JJ JJ,2.0
love atmosphere feel be paris,VB NN VB VB NN,2.0
mussel be fantastic so be dessert definitely go be back very soon,NN VB JJ RB VB NN RB VB VB RB RB RB,2.0
mussel be fantastic so be dessert definitely go be back very soon,NN VB JJ RB VB NN RB VB VB RB RB RB,2.0
mussel be fantastic so be dessert definitely go be back very soon,NN VB JJ RB VB NN RB VB VB RB RB RB,2.0
have be come here year have nothing good thing say service great staff la lanterna,VB VB VB RB NN VB NN JJ NN VB NN JJ NN NN VB,2.0
have be come here year have nothing good thing say service great staff la lanterna,VB VB VB RB NN VB NN JJ NN VB NN JJ NN NN VB,2.0
year host vittorio crew have always treat family business not so little gem do amazing be even able remember consistent not so frequent visitor,NN NN NN NN VB RB VB NN NN RB RB JJ NN VB JJ VB RB JJ VB JJ RB RB JJ NN,2.0
year host vittorio crew have always treat family business not so little gem do amazing be even able remember consistent not so frequent visitor,NN NN NN NN VB RB VB NN NN RB RB JJ NN VB JJ VB RB JJ VB JJ RB RB JJ NN,2.0
ve also be amaze new addition past few year new jazz bar most fantastic dining garden best thin crust pizza now lasagna menu be die be not average lasagna,NN RB VB VB JJ NN JJ JJ NN JJ NN NN RB JJ NN NN JJ JJ NN NN RB JJ NN VB VB VB RB NN NN,2.0
ve also be amaze new addition past few year new jazz bar most fantastic dining garden best thin crust pizza now lasagna menu be die be not average lasagna,NN RB VB VB JJ NN JJ JJ NN JJ NN NN RB JJ NN NN JJ JJ NN NN RB JJ NN VB VB VB RB NN NN,2.0
ve also be amaze new addition past few year new jazz bar most fantastic dining garden best thin crust pizza now lasagna menu be die be not average lasagna,NN RB VB VB JJ NN JJ JJ NN JJ NN NN RB JJ NN NN JJ JJ NN NN RB JJ NN VB VB VB RB NN NN,2.0
ve also be amaze new addition past few year new jazz bar most fantastic dining garden best thin crust pizza now lasagna menu be die be not average lasagna,NN RB VB VB JJ NN JJ JJ NN JJ NN NN RB JJ NN NN JJ JJ NN NN RB JJ NN VB VB VB RB NN NN,2.0
love place,NN NN,2.0
keep good work guy,VB JJ NN NN,2.0
have say have never have disapointing meal here,VB VB VB RB VB NN NN RB,2.0
have make meal yummy dumpling dumpling menu,VB VB NN JJ NN JJ NN,2.0
luckily save room bbq salmon sea bass crispy duck,RB VB NN JJ NN NN NN JJ NN,2.0
luckily save room bbq salmon sea bass crispy duck,RB VB NN JJ NN NN NN JJ NN,2.0
luckily save room bbq salmon sea bass crispy duck,RB VB NN JJ NN NN NN JJ NN,2.0
